model,pretrained,task_type,benchmark,result_file,timestamp,status
ViT-B-32,openai,zeroshot_classification,vtab/dmlab,"","",pending
ViT-B-32,openai,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-B-32,openai,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-B-32,openai,zeroshot_classification,vtab/dtd,"","",pending
ViT-B-32,openai,zeroshot_classification,vtab/eurosat,"","",pending
ViT-B-32,openai,zeroshot_classification,vtab/flowers,"","",pending
ViT-B-32,openai,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-B-32,openai,zeroshot_classification,vtab/pcam,"","",pending
ViT-B-32,openai,zeroshot_classification,vtab/pets,"","",pending
ViT-B-32,openai,zeroshot_classification,vtab/resisc45,"","",pending
ViT-B-32,openai,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-B-32,openai,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-B-32,openai,zeroshot_classification,vtab/svhn,"","",pending
ViT-B-32,openai,zeroshot_retrieval,mscoco_captions,results/mscoco_captions_openai_ViT-B-32_en_zeroshot_retrieval.json,2025-07-29T16:19:35,completed
ViT-B-32,openai,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-B-32,openai,zeroshot_retrieval,flickr30k,"","",pending
ViT-B-32,openai,zeroshot_retrieval,flickr8k,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,caltech101,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,cars,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,cifar10,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,cifar100,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,country211,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,dtd,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,eurosat,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,fer2013,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,flowers,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,food101,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,gtsrb,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,imagenet-a,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,imagenet-r,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,imagenet1k,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,imagenet_sketch,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,imagenetv2,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,mnist,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,objectnet,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,pcam,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,pets,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,renderedsst2,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,resisc45,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,stl10,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,sun397,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,voc2007,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/caltech101,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/cifar10,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/cifar100,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/dmlab,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/dtd,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/eurosat,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/flowers,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/pcam,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/pets,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/resisc45,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-B-32,laion400m_e31,zeroshot_classification,vtab/svhn,"","",pending
ViT-B-32,laion400m_e31,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-B-32,laion400m_e31,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-B-32,laion400m_e31,zeroshot_retrieval,flickr30k,"","",pending
ViT-B-32,laion400m_e31,zeroshot_retrieval,flickr8k,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,caltech101,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,cars,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,cifar10,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,cifar100,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,country211,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,dtd,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,eurosat,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,fer2013,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,flowers,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,food101,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,gtsrb,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,imagenet-a,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,imagenet-r,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,imagenet1k,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,imagenet_sketch,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,imagenetv2,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,mnist,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,objectnet,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,pcam,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,pets,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,renderedsst2,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,resisc45,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,stl10,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,sun397,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,voc2007,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/caltech101,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/cifar10,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/cifar100,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/dmlab,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/dtd,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/eurosat,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/flowers,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/pcam,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/pets,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/resisc45,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-B-32,laion400m_e32,zeroshot_classification,vtab/svhn,"","",pending
ViT-B-32,laion400m_e32,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-B-32,laion400m_e32,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-B-32,laion400m_e32,zeroshot_retrieval,flickr30k,"","",pending
ViT-B-32,laion400m_e32,zeroshot_retrieval,flickr8k,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,caltech101,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,cars,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,cifar10,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,cifar100,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,country211,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,dtd,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,eurosat,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,fer2013,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,flowers,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,food101,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,gtsrb,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,imagenet-a,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,imagenet-r,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,imagenet1k,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,imagenet_sketch,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,imagenetv2,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,mnist,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,objectnet,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,pcam,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,pets,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,renderedsst2,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,resisc45,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,stl10,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,sun397,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,voc2007,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/caltech101,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/cifar10,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/cifar100,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/dmlab,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/dtd,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/eurosat,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/flowers,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/pcam,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/pets,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/resisc45,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-B-32,laion2b_e16,zeroshot_classification,vtab/svhn,"","",pending
ViT-B-32,laion2b_e16,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-B-32,laion2b_e16,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-B-32,laion2b_e16,zeroshot_retrieval,flickr30k,"","",pending
ViT-B-32,laion2b_e16,zeroshot_retrieval,flickr8k,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,caltech101,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,cars,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,cifar10,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,cifar100,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,country211,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,dtd,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,eurosat,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,fer2013,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,flowers,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,food101,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,gtsrb,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,imagenet-a,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,imagenet-r,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,imagenet1k,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,imagenet_sketch,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,imagenetv2,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,mnist,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,objectnet,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,pcam,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,pets,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,renderedsst2,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,resisc45,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,stl10,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,sun397,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,voc2007,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/caltech101,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/cifar10,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/cifar100,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/dmlab,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/dtd,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/eurosat,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/flowers,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/pcam,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/pets,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/resisc45,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_classification,vtab/svhn,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_retrieval,flickr30k,"","",pending
ViT-B-32,laion2b_s34b_b79k,zeroshot_retrieval,flickr8k,"","",pending
ViT-B-32,datacomp_xl_s13b_b90k,zeroshot_classification,caltech101,"","",pending
ViT-B-32,datacomp_xl_s13b_b90k,zeroshot_classification,cars,"","",pending
ViT-B-32,datacomp_xl_s13b_b90k,zeroshot_classification,cifar10,"","",pending
ViT-B-32,datacomp_xl_s13b_b90k,zeroshot_classification,cifar100,"","",pending
ViT-B-32,datacomp_xl_s13b_b90k,zeroshot_classification,country211,"","",pending
ViT-B-32,datacomp_xl_s13b_b90k,zeroshot_classification,dtd,"","",pending
ViT-B-32,datacomp_xl_s13b_b90k,zeroshot_classification,eurosat,"","",pending
ViT-B-32,datacomp_xl_s13b_b90k,zeroshot_classification,fer2013,"","",pending
ViT-B-32,datacomp_xl_s13b_b90k,zeroshot_classification,fgvc_aircraft,"","",pending
